message,true_sentiment
Democrat food gave beavis diarhea huh huh huhh,neutral
will iran use nukes to make countries hostages to it's demands,neutral
the left rigged the live,negative
"Ukraine is gonna have to choose if they want to lose some territory now and have less death, or if they want much more death later just to lose more territory as well. Ukraine needs to accept asap.",negative
they'll just be getting started and suddenly the camera gets up and walks away,neutral
Yeah romeo charlie this is a kind of gettin worrysome I think something happened,positive
Trololol,neutral
nixxa😭,negative
"Haha you wish, 😉",positive
show us what we care about??,positive
I think the guy with the camera had a stroke or something,neutral
SHES OVERBORD,neutral
I also believe in Moses..,neutral
cyr get off my citizens tit. big guy. audit it all. cut the fraud,negative
we dont get happy on others suffering,negative
I had a hulk kogan wrestling doll as well I never did hump it though,positive
"Lolidoom I have like 10 chickens in my backyard, I can give you my eggs if you don’t deport me 🙏🏻",positive
"@Juggernaut Yes, lots of guacamole with peppers!",positive
No I think something happened and they told asked the president to leave maybe,negative
Arrest Fauci is pardon is Void,neutral
so 🎬 who is this👹🕎🇮🇱🏳️‍🌈👹🎥😈⛓️👈🎦,positive
Yedidyah hell yeah,negative
News cant handle more than one thing at a time stay on topic explain in detail before going ADD on us,neutral
I'm not a bot,neutral
You can't believe in Jesus Christ if you don't believe Moses that is impossible,neutral
@Juggernaut I don’t like eggs or chicken,negative
y'all Happy St. Patrick's Day☘️,positive
why the long face,neutral
Is it just me or do all the democrat women look like houtis? huh huh,negative
juggernaut or we can move in and eat eggs when you're back home 🤪,neutral
@Live Desi Style Reaction Santa Claus exists,neutral
who is st. patrick ?,neutral
an e-cig 🚹,neutral
Yes something happened,positive
SEE!!! YA!! FOX!! 🤨🤬🤨🖐🤨🤬🖐🤨🤬🖐🤨🤬🖐🤨🤬,negative
fox your not american any more,neutral
Stay on one subject,neutral
I'll drive your truck jauggernaut. filled with tools,negative
@Juggernaut Nope! You're out of here! 📤 No more backs that are wet. :-),negative
@BUTTHEAD,neutral
Fire & Forget,negative
he drove the snakes out of Ireland with his whacking stick,neutral
hi guys :),neutral
Where's the lucky charms patrick?,positive
A fat starfish,neutral
EYE DOMINTE THE ENDZONE,neutral
"Lolidoom I work for free then, I can do whatever u want, you can sleep all day as I work and I give you the money 🙏🏻",positive
"Trump is a King B, he's cool IMO",positive
F*CKS NEWS,negative
Houtthi & the Blowfish,neutral
Sorry!!!,negative
Engineers are here to work together,neutral
"I guess the world got confused by thinking the loudest voices in USA were also the majority. Nope, it's the majority of our country's people gets to have their say and we want fairness finally.",negative
Magats are cool,positive
dibs on jauggernauts truck,neutral
"many people gave their own relatives c19 , but none will admit it , they blame their neighbors",negative
we know about moses joseph and jacob and joshua and in psalm all saw Heavenly father would send his Son Jesus our lord and Saviour our Messiah,positive
MIlley s/b tried for treason,negative
well yall invaded the wrong country after 911 that didnt help duh,negative
HOOTERS > HOUTHIS,neutral
Trump has set the precedent to be president,neutral
Beastiality paedophilia homosexuality all in America bc Jewish masters push it and us govt do it why can't we find them Mexicans trafficked yet trump,negative
ENGINEERING IS MY DREAM,positive
anybody ever find it odd we teamed up with communists in WW2?,negative
interesting that the media was removed,positive
"Israel first, America last",neutral
Nothing will come of that pentagon man sadly.,negative
:whistle-red-blow: not playing../ :stopwatch-blue-hand-timer: we all get reborn on earth as it is hell../ :card-red-penalty:,negative
"Everything is under control."" Leslie Nielsen",neutral
Dumb reporter lol.,negative
bleeding heart dem reporter,positive
gg ven's,positive
how,neutral
WAIT HOW ARE YOU ENDING WARS BY FUNDING ISRAEL WITH MORE WARFARE AND DOING IT WITH OUR TAX DOLLARS,negative
Ukraine this Ukraine THAT!,neutral
Campaign Houthis ?,neutral
TOMMY SHELBY,neutral
@Juggernaut No! All invders must leave! You're out of here! :-),negative
I prefer HOOTERS<houtis @PeekaPeep,neutral
"Yes, I am serious and don’t call me Shirley",positive
literally it's like the 80s again,positive
"Christian women used to fool their kids ,saying that Santa would come and bring them gifts so Kids used to not harass their mothers. So don't believe in Santa claus ..",negative
If you are a enemy of my enemy....then i am your friend...,negative
"Someone is a salty dog @Buthead y'all lost, get over it",negative
does nobody else notice the lapses in reality,neutral
America first is always Israel first 🥇 y'all should listen trump told you not to talk about Israel,positive
hootie and the blow ups,neutral
@ Juggernaut I don’t need anything you have to offer back from once you came,neutral
"I’m looking at jaugggernauts truck as we speak it’s blue, in fact there are at least 22 vehicles at a single bedroom house.",neutral
i always wanted a house with a dive in living room,neutral
Canada trying to cozy up to the U.K. because they don't get to take advantage of us anymore in the USA. gl with that Canada. You owe us an apology and loooots of money,positive
lying ass targets../ 0 proof.,negative
Damn It Fox. Get It Together,negative
yemen is such a small defenseless country,negative
"Please amigos, let me stay ❤️🙏🏻",positive
Ground troops,neutral
hooters are greater than houtis...did i miss something?,positive
lol Sofa,positive
NIELSEN🍀🍀🍀,neutral
🇮🇱 ⷩ ͥ ͩ ͤ,neutral
Real information,neutral
@SofakingweTodddid1 I want his skill saw!,positive
Houthis wouldn't be holding up 🚢🚢 in red sea if Israel stop killing Palestinians and starving them stop the genocide Israel then Houthis will stop,negative
You are originating on your own accord a Communist Party of America? Uhhh who cares,positive
fuh,neutral
My g🦊d is a lion.,neutral
Limit chats to 1 chat only please,neutral
"defenseless, murderers really?",negative
just put the general back on,neutral
One truck is loaded with tools I’ll give that one to you,negative
you dont have the need to know until you're deployed there,neutral
only say one thing?,neutral
America at war with more than 7 nations,negative
diarhea cha cha cha @Ravi Dinka,neutral
IF THE UNITED STATES GOVERNMENT RECOGNIZES ME A GENERAL WHY ARE YOU NOT AWARE OF WHO I AM?,positive
🦊,neutral
Canada suddenly wanna do more business with U.K. now that they can't have USA take care of them the whole time,positive
It’s sad because Yemen used to be a great place. Muslim sects in conflict use to go there to settle disputes.,negative
🫡,neutral
lifting juggernaut up to Heavenly father in Jesus name and to draw him to your Son Jesus and guide him in Jesus mighty name to kn̈oŵJesus,positive
Are we doing the carney conference ? 🤮,negative
We should use Russians to capture canada and hand it over to us,positive
Christmas festival is a different matter. But I dont believe in santa story.,positive
Thats a cute fox not a lion @Katherine Buchanan,positive
"Lolidoom my friend, I know deep inside you don’t mean that",positive
"or more importantly, did yemen get informed...",positive
not concerned about killers,positive
what the best uap channel on yt before ww3 ruins every chance,positive
Bashar Assad could be considered the successor to Saddam Hussein,positive
"It was a monk named St. Nicholas , ...",neutral
@butthead peciate it:face-fuchsia-tongue-out:,neutral
These boots are made for walking and that’s just what they’ll do,neutral
Accept Jesus,positive
NOT CONCERNED ABOUT KILLERS.,positive
might be about time to show why America is the strongest again,positive
The newspaper says we bombed familys,neutral
"To the law and to the testimony: if they speak not according to this word, it is because there is no light in them.",negative
Who uses the project AGENT10AI? Everywhere they say the AI-agent can predict the crypto exchange rate using AI,neutral
WAIT; HOW ARE YOU ENDING WARS BY FUNDING ISRAEL WITH MORE WARFARE AND DOING IT WITH OUR TAX DOLLARS,negative
YES WE ARE GOING TO TELL YOU,positive
race and gender laws in us military supremacists in the ranks oath to trump will replace oath to constitution secdef is a know nothing grunt thats not the usmilitary patton turning in his grave,negative
"Saving ethnic cleansing is a just cause, right? 🐩",neutral
I'm a fox.,neutral
The Hootie’s have plenty of poisonous blowfish,negative
I think we should stop supporting Canada. I also feel that we should not protect them with our military. They need to spend on their own military with all that delusional pride. GL w business with UK,positive
Hey chat if you could choose literally anyone for next president who would you pick?,neutral
many lies... ✍🏽,negative
Grey fox or Red?,positive
jauggernaut you can hide in my garage. we'll make an apt. we will dye your hair purple,positive
So are veterans getting recalled or no,negative
@Katherine Buchanan I want a cute pet fox,positive
Hey Katherine wink wink,neutral
Jesus invented the Dunewalk. Michael Jackson stole it and called it the Moonwalk. 😁,positive
I’m a trapper,neutral
Heavenly father and Jesus christ and holy spirit are of love love pure love,positive
"Christian women should stop fooling their kids ,saying that Santa would come and being them gifts. Don't give them wrong hopes.",positive
"the war crimes"" kek",negative
Anybody but Trump,neutral
Vance-Holman 2028,neutral
I'm a true fox.,positive
ME ME ME ME ME ME >>> President,neutral
@Juggernaut i’ll be very serious. I want Palestine off the map.,negative
fake targets 💢💥👈🏼💯,negative
You were,neutral
@Ben G J D Vance. He only knows to keep doing that Trump was doing.,neutral
Want a membership card (?),positive
"muslim sects call each other infidels , but any sinner is an infidel Christianity",neutral
@Ben G ME. ID VOTE ME,neutral
I wonder if hackers are doing this,neutral
Palestine's new name is New Israel.,neutral
Trump is the worst President ever.,negative
Now go buy my meme coins pls...,positive
I'm all fox.,neutral
Kathrine you have moved from a fox to a cougar,neutral
DOING WHAT? hackers..lol,neutral
dibs on jauggernauts eototiller,neutral
N,neutral
One discussiya the scaren ruk yisha 🍳,neutral
@Yedidyah - Jed Shlomoh It will return to Alquds jerusalem,neutral
Jesus loves loves ye Jesus died for our sins read mathew chapter 6 and chapter 7 read bible get to know Jesus and a relationship with dear Jesus and read john,positive
israels new name is = terrorist state of evil..,negative
⛓️🎬the invisible souls😈👁️‍🗨️👹🕎🇮🇱🏳️‍🌈👹🎥⛓️👈🎦,positive
I knew something was going to happen last week when military planes were flying overhead,neutral
Fox Mulder?,neutral
oh that's the crazy comment? lol,positive
Lolidoom what Palestine have to do with this between me and you? ❤️,neutral
"To be in the tower, and watching the planes taking off and landing, has got to be a kick-ass job!!",neutral
i,neutral
Free sasqwatch,positive
8 HACKERS BUSTED IN MY HOUSE LAST NIGHT,neutral
it ends by apathy or censorship or vice versa,negative
Vance-Holman or Vance-Rubio 2028,neutral
"TV, you are unfathomably based",neutral
rototiller *,neutral
Houthis isn't aligned with Iran Houthis just tried of Israel killing Palestinians. Biden did strike houthis I told him to stop it. Stop killing people who are trying to save Palestinians from Israel,negative
when are you guys gonna spill the beans on everything classified and all,neutral
Free the aliens at Area 51,positive
I have hand 👋,positive
"Today, Jerusalem is called Yerushalayim (Hebrew: יְרוּשָׁלַיִם) and Al-Quds (Arabic: اَلْـقُـدْس).",neutral
But wouldn't it be fun if Trump got a third term?,negative
vnce/rubio 2028,neutral
BEAT MY DRUM,neutral
Anyone in here support trans?,positive
I wonder what the new terrorist name will be after Hothi's.,negative
thank you Heavenly father for your Son Jesus trust only in Jesus Jesus only loves us Jesus us truth way and life not man take care it's about Jesus Jesus,positive
Massie/Paul 2028,neutral
I suffer from sexual dysfunction 🥃,negative
"stop sying some random geezer died for me sins, its offensive.. :card-red-penalty::face-orange-frowning:",negative
allh mutua nu ka bar hun gia,neutral
I support trans…missions.,positive
AI needs to cancel the social media of racists,negative
Trump caused all the chaos the. move on to another fire to start but we keeping up with trump and rebuking him. You can't defy judges orders or hurt people steal then oppress them as terrorist,negative
Vance-Rubio may be better since Rubio speaks Spanish and can campaign directly in Spanish,positive
They deliberately hide where civilians are so that the media will say that America is bombing civilians.,negative
what's the houthis campaign 2025 called,neutral
Support yourself,positive
I would vote Rubio over Vance personally...,neutral
Nissan and Mercedes stadium ?!!:face-blue-smiling::face-blue-smiling:,neutral
"@cyreun You are joking right, Hoothies are Iran proxy in Yemen, they killed Ali Abdullah Saleh",negative
Hootie and the blowfish,neutral
i died for me sins you knobheads. :face-orange-frowning::face-red-droopy-eyes::text-green-game-over:,negative
"@Ethan Kennedy Yes, I like my transmission. It is a hemi",positive
Common/Sense 2028,neutral
@Ethan Kennedy Is from Gestapo...be careful :)),positive
Those Bible thumpers are everywhere,neutral
Disco duck I gotta poo 💩 😤,neutral
lol your 'egg situation ' hahaha,positive
"@cyreun Hoothies claim they are Zaydi, but no they are 12vers",negative
No real thinking American will support trump after he destroys our money and healthcare by dismantling America and tarrif upon it,negative
"i'm not capaticy in my mind whats english it's leanguaje oficial of usa ,yes leanguaje plus work in amareica it's spanish and spain descubrity new world",positive
"Ethan, V6 or V8?",neutral
So Rubio-Vance 2028?,neutral
"Let them thump, just disregard it. They’re useful if needed.",positive
"And , Europe and Western culture still run based on Great Philosopher ""Plato"";s theory.",positive
Tulsi Gabbard would be cool after all the left wanted a woman for president 😜,positive
@Sir Guy sure why not?,positive
eggs are still expensive not true 🥚🥚🥚🥚,negative
leonovski yes Jesus did die for your sins why Jesus forgave me and Jesus is mighty to save and deliver us Heavenly father gave us his Son Jesus his heart his Son Jesus to die for our sins Jesus did it,positive
What is Plato's theory?,neutral
"After Putin takes back Ukraine with Comrade Trump’s help, Putin will want to take back Alaska. Comrade Trump will hand it over on a silver platter!! This is why Comrade Trump wants Greenland",positive
NOBODY (who should have the right to vote) wants a woman president,negative
Vance/Trump ‘28,neutral
"Sir guy, I like that. maybe even Vance/Rubio more",positive
how indulgent people are there in here...,neutral
tariff us we tariff you. easy peasy normal,positive
I don't think you need windows underground,neutral
Why is the president at a board meeting on Kennedy? Why does this man want to steal money from everywhere?,negative
We're gonna have a little problem with some people who work here,negative
"dare i say, i forgot everyone anyway so what did it matter? :face-green-smiling:",neutral
Kapre cresentiya 🥻👗,neutral
A true man of the cloth,positive
"Whatever Great philiioper "" Plato "" said ; all things are going exactly same in Europe and Western nations.",positive
💯 🦊,neutral
Will they ever honor the native American Indians they stole the land from??,negative
Why are they worried about the KCentet,negative
Vance/Trump now that would be Historical! 💯,neutral
Trump started the tariff war!!,negative
Bible thumper blocked immediately by me no warnings just instantaneous blocks:face-turquoise-speaker-shape:,negative
give the statue of liberty back 🗽🗽🗽🗽🗽 give it back it's gone,positive
There's my boy Trump,neutral
@Eric Ibola you are so delusional,negative
"if turkeia leave nato, then opening for ukr",negative
"more money talk, stupid junkie.., :face-green-smiling:",negative
Rus,neutral
@paull,neutral
George Clinton and John C. Calhoun—served under more than one president. So a Rubio-Vance ticket wouldn’t be unprecedented for a VP Vance to serve under multiple presidents,neutral
Terrorist Trump started war with Yemen,negative
"as long as Obama doesn't get a 4th term, I'm happy.",positive
"They wanted $30,000 to move a piano. You can't have that. Whether it's marble or whatever, granite. The money has not been properly spent. Rooms that will not be used ever. Such a terible waste.",negative
8.99 for eggs in Oregon,neutral
why? are you afraid of the truth?,positive
Why is he on the Kennedy board? So Trump is going to steal the money that wasn't spent?,negative
They are finding the wierdest stuff,neutral
Can i have statue of liberty?,positive
@Eric Ibola you love terrorists so you need deported too,negative
trump team the definition of band wagon jumping.. :face-red-droopy-eyes::body-green-covering-eyes:,neutral
by way what came first chicken or egg Heavenly father in Jesus name said chicken was first goodbye Jesus loves us only Jesus is truth way and life only Jesus loves us only Jesus died for our sins,positive
heather...who?,neutral
Amigos,neutral
aah hindia,neutral
"Turkey is the only country fighting communists in Syria, while the west supported Communist kurds in Syria",negative
4.69 for gas in Oregon,neutral
Aze girls must be in jail,negative
"Plato, one of the greatest philosophers in the Western tradition, had a complex and multifaceted view of women.",positive
ooooo I like your style @Robert H. that would be epic,positive
💯%🦊,neutral
Sharon Dzik?,neutral
Rooms underground!? Sounds weird - like kiddie trafficking weird.,negative
"Technically, the constitution allows for a single term of four years, and then, with a gap in the presidency to more terms",neutral
349 eggs ct,neutral
He working with Congress now after he lied to Congress got them feeding and chaos to get unlimited fund of Treasury and won't adhere to judges orders,negative
Break ground on nationwide affordable housing already,neutral
"with cysts and puss in chicken nuggets and burgers , I almost puked",negative
read Quran,neutral
"CLEANING UP DC, THANK YOU TRUMP!",positive
Noooo...Dinosaur was first...chicken is just a mutated miniature version of dino,neutral
"Use a wrecking ball, Mr. President",neutral
The Steel towns of Ohio is a disaster help them Mr President,negative
Wfah,neutral
"Uh can a former president run as a VP, I'm curious",positive
🎬bound together😈👁️‍🗨️👹🕎🇮🇱🏳️‍🌈in chain👹🎥⛓️,positive
hoboroller native tribes have a month dear. fyi native tribes per captita are highest represented ethnic group in USA military. you ptobably dont realize they are Patriots and too have sovereignty rez,positive
make years-long unemployment recipients get a job again.,negative
"Plato and Aristotle are two great philosophers , who wrote the history of the western traditions years ago. .",positive
Neil deGrasse Tyson doesn’t like Plato. He demoted him to a dwarf philosopher.,negative
@cyreun ok for other Presidents to deport but how dare Trump effing hypocrite,positive
Who said you can get rich forever with stealing and killing millions of people,negative
"Trash belongs in a dumpster, not on the streets!",negative
Steven Seagal,neutral
"caviar and egg on a stick it's life it isn't a movie (well, not always)",negative
barf,neutral
Danilo the puppet from germany to torment me,neutral
More lies and more lies another project for him to lie some more and find money to spend it why id it upset with money not spent?,negative
you dont think all native live stuck on rez. right?,negative
lol they gave the most expensive projection and went the cheapest route Thats What America has become oh and ask for more money next year.,positive
@Katherine Roar!!,neutral
Musk and Trump defunding the US government to Make It Weak Again!,negative
🥱,neutral
you dont get unemployment for years... you dont just get a check for not having a job... why are you all so opinionated about things you dont even understand,positive
@Disco Duck :face-green-smiling:,neutral
That one was at the Falador herb patch! The cyberstalking arrest warrant was the Ardougne herb patch.,negative
☁️,neutral
Do you have a vintage serving dish of butter 🟦,neutral
Why America support communists in Iran and in Syria ?,positive
the cell was first then it divided,neutral
deport trump get mad maga I say what I said why trump lying they not surrounded by no Russian soldiers,negative
"Do not deport me , amigos 🙏🏻",neutral
Trump hates helping US citizens from natural disasters. Trump wants to eliminate FEMA!!,negative
